Título,Descripción
El Valencia Basket gana la Liga Femenina de baloncesto ante el Zaragoza,"El equipo de Rubén Burgos, invicto en los ‘playoffs’ desde 2022, suma su tercer título liguero consecutivo"
Fútbol y monogamia: el selecto club de las bodas de plata,"En un ambiente promiscuo, conmueve el ejemplo de jugadores que, pudiendo irse con cualquiera, eligieron quedarse con la única"
"El CN Sant Andreu, su primera Champions de waterpolo y la historia que catapulta al deporte de todo un distrito de Barcelona","El club catalán crea un idilio local con su equipo femenino tras conquistar la primera Liga de Campeones de su historia, con cinco de las 13 campeonas olímpicas de París en sus filas"
"Boukie, la chef privada que conquista a Quevedo y Pablo Alborán y es estrella de TikTok: “En las redes la comida se come por los ojos y por cómo lo cuentas”","En apenas unos meses, esta valenciana de 26 años se ha convertido en un referente en redes sociales acercando la cocina al público más joven con recetas accesibles, ágiles y llamativas"
"Kazy, la salchicha de carne y grasa de caballo que hace ganar medallas olímpicas","Este embutido, que se toma como aperitivo frío o guarnición en Asia Central, forma parte de la dieta de algunos deportistas de estos países"
Judías salteadas picantes con arroz y huevo frito,Un plato único y vegetariano que se prepara en apenas 30 minutos y se puede modificar de muchas formas al gusto del consumidor
El escritor (abogado y actor) que dejó todo para regentar un cortijo: “Vendo aceite con más orgullo que un libro”,"Nacido en La Habana y tras haber vivido en México, Alemania, Nueva York e Ibiza, Igor Ramírez García-Peralta ha encontrado su lugar en el mundo en una finca en Arcos de la Frontera"
Cinco días por el Salkantay Trek camino a Machu Picchu,"Tras cerca de 80 kilómetros, atravesando a pie valles, montañas, aldeas, ríos y un paso de montaña a más de 4.000 metros de altura, se llega al sueño viajero de todo turista que visita Perú"
"“El traje de baño es un espejo de la sociedad”: cómo esta pequeña prenda refleja cuestiones de género, clase o moda","Desde hace un siglo las playas y las piscinas han sido espacios sensibles en los que la gente se ha mostrado tal cual es, vistiendo bañadores o bikinis que cuentan mucho de cada momento histórico. Una exposición en el museo del diseño de Londres repasa todos sus subtextos"
Más de 130 trabajadores históricos de RTVE firman un nuevo manifiesto contra ‘La familia de la tele’: “No es servicio público”,"“Resulta incomprensible que se intente conseguir audiencia desnaturalizando la esencia de la televisión pública”, explica a este periódico una de las firmantes"
"La volátil carrera de Halle Berry: inicios como Miss, episodios de violencia machista y un Oscar que hizo historia","Como ha sucedido con otras de sus compañeras de quinta, la carrera de la actriz está siendo revisitada con una mirada actual. Hoy protagoniza éxitos virales, prepara numerosos proyectos y será miembro del jurado en el Festival de Cine de Cannes que arranca el martes"
Acaba con la humedad de las paredes: solo necesitas unas gotas de este producto,"Apto para usarse tanto en el interior como en el exterior del hogar, es todo un superventas en Amazon y el que elimina sin esfuerzo las manchas más rebeldes"
La importancia de educar en la convivencia,Una juventud cada vez más expuesta a la alienación por la influencia de las pantallas y las redes sociales requiere de un sistema de aprendizaje que compatibilice la adquisición de conocimientos con la incorporación de herramientas para alcanzar el bienestar personal y desarrollar relaciones sanas y respetuosas con su entorno
"Neurodidáctica, instruir desde la motivación","La ciencia que estudia el cerebro reconduce la educación tradicional, forjando una alianza entre el esfuerzo y el placer"
"Ingeniería lingüística: traducción e IA, la combinación laboral con más potencial y futuro","Las disciplinas HIT (Humanidades, Inteligencia y Tecnología) ganan terreno en un mundo donde la inteligencia artificial es la protagonista de todos los avances. La Universidad Pontificia Comillas ofrece el primer Grado en Traducción, Interpretación y Tecnologías del Lenguaje, que incluye una formación profunda en el conocimiento y mejor uso del algoritmo por los profesionales"
"Los jubilados, epicentro de la resistencia argentina contra Milei",Las concentraciones de los miércoles frente al Congreso se mantienen pese a la dura represión policial
El pasado nazi del que los padres nunca quisieron hablar con sus hijos,"Hans Gräser, un alemán de 79 años, descubrió al vaciar la casa de sus progenitores documentos reveladores de la vinculación familiar con el régimen de Hitler. No es el único al que le ha pasado"
Irán y EE UU concluyen con moderado optimismo una nueva ronda de negociación sobre el pacto nuclear,Teherán insiste en que no aceptará desmantelar su programa atómico
La Policía señala al hijastro de la alcaldesa de Marbella: “Abastece a organizaciones que acuden a él para adquirir droga”,"Un inspector describe en el juicio cómo llegaron hasta el familiar de la regidora del PP, acusado de narcotráfico y blanqueo en la Audiencia Nacional"
El “alquiler social” de la Xunta en A Coruña: rentas de hasta 975 euros al mes,"El proyecto estrella de vivienda de Rueda impone cuotas prohibitivas. “No es beneficencia”, alega la gestora de la cooperativa que construirá 224 pisos"
"Fuego, bombas y esvásticas: el retrato del miedo de los niños perseguidos por la guerra","Vladimir Merino, hijo de una de las evacuadas a la URSS en 1937, inaugura una exposición de dibujos de los españoles que vivieron dos conflictos bélicos en nueve años"
La consulta ideada por el Gobierno merma las aspiraciones del BBVA en la fase decisiva de la opa,El Sabadell se aferra a una posición de resistencia y la entidad  vasca reprocha al Ejecutivo que siembre dudas sobre el rigor de la CNMC
Los jóvenes se desenganchan del mercado de la vivienda ante unos precios cada vez más altos,"La participación en el mercado inmobiliario del grupo de edad entre 18 y 24 años cae cinco puntos en un año, según datos de Fotocasa"
Los presuntos responsables de un accidente laboral mortal van a juicio 19 años después del siniestro,La caída del forjado de un complejo de edificios de oficinas en construcción en Alcobendas provocó la muerte de dos obreros y heridas a otro seis
Un total de 25 sociedades médico-científicas se unen para lanzar un mensaje sobre el alcohol: no existe el “consumo responsable”,"“Ningún profesional sanitario debería recomendar” beber, exponen en un manifiesto que pide avanzar en la legislación contra el alcohol"
"Salarios, guardias y complementos: los incentivos de las comunidades para conquistar a los médicos que terminan la residencia","La escasez de especialistas, sobre todo en Primaria, lleva a los gobiernos autonómicos a establecer condiciones favorables para contratar a los facultativos, especialmente en zonas de difícil cobertura"
"El auge del urbanismo feminista: “La perspectiva de género tiene que llegar a los sitios, al igual que la fibra óptica”","Este diseño de las urbes palia la desigualdad estructural, promueve la seguridad y la accesibilidad de las ciudadanas para facilitar su rutina y su inserción laboral. Tiene gran presencia en ciudades como Barcelona, Vitoria o Alcorcón"
Claves para criar niños mentalmente fuertes y capaces,"El menor debe crecer en un hogar que le proporcione la estabilidad afectiva para desarrollarse sano y con una personalidad resiliente. Un hijo fuerte y capaz es aquel que posee confianza en sí mismo, sabe de sus fortalezas y debilidades y pide ayuda cuando la necesita"
Las comunidades del PP y el País Vasco reclaman al  Gobierno que retire su plan para frenar las universidades ‘chiringuito’,"La ministra Morant: “No puede ser que en la última década la red pública solo haya aumentado un 2% la matrícula, mientras que en la privada ha sido de un 100%”"
Aprender siete palabras relativamente cultas a la semana y leer por parejas: así pueden llegar los alumnos a ser lectores competentes,"El psicólogo cognitivo Héctor Ruiz Martín explica qué técnicas funcionan y cuáles no, según la ciencia, para que niños y adolescentes entiendan bien lo que leen"
"Una bióloga halla en Sevilla la planta nomevés, una joya botánica ibérica que llevaba cuatro décadas escondida","Este fósil viviente, con más de 25 millones de años aislado en su evolución, solo pervivía hasta ahora en un par de laderas de León y Madrid"
El tiempo del fin de semana: prosiguen las lluvias y chubascos y las temperaturas frescas para la época,"La próxima semana se espera que comience con algo más de estabilidad y con un ambiente también un poco más templado, pero continuarán las tormentas en el norte y este"
La contaminación de la migración en el Darién golpea a las comunidades indígenas de Panamá,"Locales han denunciado las afectaciones en el río Esmeraldas, fuente de agua para el pueblo Embera"
"Nancy Knowlton, bióloga marina: “Los científicos tenemos que alzar la voz ante Trump”",La investigadora estadounidense lleva 50 años estudiando el efecto del cambio climático sobre los arrecifes de coral y ha visitado recientemente España para participar en la octava edición del festival Starmus
¿Ha fracasado el ‘sueño americano’?,"Por primera vez en su historia, Estados Unidos ha salido del top 20 de los países más felices, lejos del ideal de vida que nos vendieron sus películas"
La sonda soviética ‘Cosmos 482’ se estrella en el Índico tras quedar fuera de control hace medio siglo,"Roscosmos, la agencia espacial rusa, asegura que la nave lanzada en 1972 cayó en el océano, al oeste de Yacarta"
"Los audiolibros se entregan a la IA: “En menos de una década, casi todas las voces serán sintéticas”","La industria editorial apuesta con fuerza por producciones sin narradores humanos para rebajar costes, aunque algunas plataformas ocultan al oyente que lo que está escuchando es una máquina"
El pueblo aragonés que se moviliza contra un centro de datos: “Estamos dispuestos a todo”,"Villamayor de Gállego se rebela contra la construcción del complejo proyectado por el fondo Azora al considerar que hipotecará el futuro del municipio, donde Microsoft ubicará una de sus nuevas instalaciones"
¿Adivinó ChatGPT quién sería el nuevo papa? Por qué le atribuimos propiedades mágicas a una máquina regurgitadora,El episodio ilustra el afán por regalarle superpoderes a un programa que solo parasita texto ajeno
El Barcelona levanta su sexta Liga F consecutiva y décima de su historia,"Las azulgranas, que golean a Betis en la penúltima jornada de la temporada más ajustada desde 2020, ya tienen dos títulos en el bolsillo y están en la final de la Champions y Copa de la Reina camino de repetir el póquer"
"El Unicaja Málaga gana la Champions, de nuevo rey europeo en un ciclo mágico",El conjunto de Ibon Navarro bate en Atenas al Galatasaray por 67-83 y celebra su sexto título en las tres últimas temporadas
Budimir detiene la euforia del Betis,"Osasuna se lleva un buen empate tras igualar el tanto del Cucho y complica las opciones de Champions del conjunto andaluz, a tres puntos ahora del Villarreal"
"Enrique Bonete: “Si no hay justicia tras la guerra, la paz no será segura ni duradera”","Bajo el influjo de Ucrania y Gaza, el catedrático de Ética y Filosofía de la Universidad de Salamanca reflexiona en ‘Ética de la guerra’ sobre el derecho a defenderse en un conflicto armado"
"La Santa Sede, el mejor pabellón de la Bienal de Venecia",La intervención es una iglesia en ruinas en un centro social donde se enseñan oficios artesanos al tiempo que se rescata el edificio
Las músicas del pueblo se hacen fuertes en las plazas de Cáceres,"El multicultural festival Womad lega este año la eclosión de Sanguijuelas del Guadiana, jovencísimos héroes rurales extremeños"
Una semana en el motor de ‘La familia de la tele’,"Trapos sucios en la televisión pagada por todos. No les quepa duda de que, se cancele o no, nosotros seremos los que paguemos los platos rotos"
Ganar Eurovisión: Una ocurrencia de Franco que se convirtió en misión de Estado,"La serie de ficción ‘La canción’ repasa en tres capítulos, respaldados por un arduo trabajo de documentación, el recorrido que llevó a la gesta de Massiel en 1968"
Cinco recetas para defender a un periodismo en el punto de mira,Defensores del lector en medios internacionales apuestan por poner el foco “en las comunidades a las que se presta servicio” frente a los ataques a la libertad de prensa
Amber Heard revela que ha sido madre de mellizos: “Mi familia soñada”,"La actriz, que reside en España desde hace tres años tras perder el juicio por difamación contra su exmarido Johnny Depp, ha anunciado su nueva maternidad coincidiendo con la celebración del Día de la Madre en países como Estados Unidos"
"Anya Hindmarch, la diseñadora de bolsos que lucen reinas y actrices a la que le cambió la vida una ‘tote bag’: “No me gusta cuando la moda es cuestión de mostrar lo rica que eres”","Los ojos saltones, los mensajes reivindicativos o los artículos que imitan la apariencia de otros objetos son algunas de las señas de identidad de la británica, que ha creado su propia calle comercial en Londres centrada en su divertido universo"
"Descifrando a Glenn Close, la actriz que escapó de una secta y se enfrentó a los clichés sexistas de Hollywood","La intérprete que asustó a una generación de infieles en ‘Atracción fatal’ y rechazó a David Lynch porque no quería escenificar la debilidad femenina se sincera en un documental sobre su vida. “Es una mujer franca, tal y como te la imaginas, no tiene filtros”, la describe la directora Catherine Ulmer Lopez"
"“Quien cuida también necesita cuidados”, gritan las enfermeras de Brasil y del Sur Global","Los especialistas de la salud cada vez padecen más problemas psicológicos y físicos por las condiciones laborales, que tras la covid-19, repuntó como uno de los empleos más estresantes"
"¿Cuánta gente vive, y cómo, en África? Al menos una de cada tres personas no ha sido contada","La caída de censos realizados en la última década, por factores como la pandemia, la falta de fondos y la inestabilidad, dificulta la planificación de políticas públicas"
El refugio secreto de Jon Kortajarena en Lanzarote: “En mi profesión todo tiene que ser perfecto. Quería lo contrario para mi casa”,"El supermodelo y actor, uno de los hombres más fotografiados del mundo, encontró su escondite de los flashes en una villa a los pies del Risco de Famara, al norte de la isla canaria."
"Carolina Yuste: “Sufrí acoso escolar, pero he sabido entender. Es bonito perdonar, aunque depende del día”","Su memorable papel en ‘La infiltrada’ significó el segundo Goya para una carrera que no deja de asombrar en las pantallas y en el teatro. Ahora la actriz extremeña estrena ‘La canción’, donde interpreta a la Massiel que ganó Eurovisión. Culta y curiosa, publica, además, una novela, ‘Toda mi violencia es tuya‘, que es como ella: parte ira, parte ternura"
“Pero ¿qué hacen juntos?”: Kylie Jenner y Timothée Chalamet o el noviazgo que obsesiona a internet,"Son dos de las personas más famosas del mundo, especialmente entre los integrantes de la generación Z, y cada una de sus apariciones desata ríos de comentarios. Su relación ejemplifica cómo en la era de las redes sociales, dónde muchos creen saber todo, la realidad escapa a los filtros"
De las transparencias de Marilyn Monroe al traje de la venganza de Lady Di: los 19 vestidos de gala más memorables de la historia,"El Givenchy de Audrey Hepburn en ‘Sabrina’, el verde Balenciaga de Isabelle Huppert en Cannes o el rojo de Julia Roberts en ‘Pretty woman’. Estos vestidos trascendieron su momento, pasaron a la historia y a la memoria cultural de la moda"
"Brillo y declive de Jon Voight, el icono contracultural de los setenta que se convirtió en el mayor apoyo de Trump en Hollywood","El actor y padre de Angelina Jolie ha admitido que recomendó los nuevos gravámenes en la industria, con impuestos del 100% a las producciones extranjeras. Tiene dos películas pendientes de estreno rodadas en Bulgaria"
Una “dieta de cigarrillos” y máxima delgadez: vuelve la estética rockera de los 2000 (pero sin rock),"A aquellos chicos flacos, con pantalón pitillo y aspecto desastrado se los llamó ‘Hedi Boys’ (por el diseñador Hedi Slimane, su gran valedor) y dominaron el mundo en la primera década de este siglo. Según TikTok, están volviendo"
"Pedaleando por la comarca navarra de Tierra Estella, el gran regalo del turismo en bicicleta","Numerosas citas en las que pedalear han colocado esta zona en el mapa cicloturístico español. Más allá de las pruebas, ofrece infinidad de posibilidades para descubrir su territorio en bici Gravel y de montaña"
El Cairo más desconocido: una ruta modernista y ‘art déco’ por el centro de la capital de Egipto,"En la zona de Wust El-Balad esperan tesoros como el Museo Egipcio, hitos arquitectónicos de los años veinte y treinta del siglo pasado e históricos restaurantes, cafés y pastelerías para una deliciosa pausa"
"Europa y nosotros, que la quisimos tanto","Pronto se cumplen 40 años de la entrada de España en la UE, lo que supuso un avance civilizatorio"
"Matthew Desmond, sociólogo: “Preguntémonos si las compañías a las que damos nuestro dinero se están aprovechando de sus trabajadores”","El ensayista norteamericano sostiene que la pobreza de EE UU se puede erradicar, basta con el 1% del PIB. Pero advierte de que la política de Trump va por otro lado y perjudica a los vulnerables"
Por qué el victimismo de Trump no cuela: verdades y mentiras del déficit comercial de EE UU,Muchos economistas creen que los aranceles no son la solución al desequilibrio exterior: el problema está en que la economía americana gasta más de lo que produce
Los aranceles que se autoimponen las economías europeas,La erosión del mercado único ya no puede compensarse con exportaciones hacia EE UU y otros países terceros
Las 50 mejores películas españolas del último medio siglo,Un jurado de 53 periodistas selecciona los largometrajes más relevantes desde la muerte de Franco en 1975
