Título,Descripción
Sánchez convocará la Conferencia de Presidentes el próximo 6 de junio en Barcelona,El Gobierno prevé contactar este jueves con los ejecutivos autonómicos para comunicarles la convocatoria
La justicia europea reprocha a Von der Leyen que ocultara los mensajes que envió al jefe de Pfizer por las vacunas contra la covid,"El Tribunal General de la UE anula la decisión de la Comisión Europea, que denegó acceso a una periodista al intercambio de SMS entre la presidenta del Ejecutivo europeo y el directivo de la farmacéutica"
Detenido el subinspector de la policía local de Granada acusado de violencia de género,El agente ha pasado la noche en el calabozo y tras un juicio rápido por maltrato y quebrantamiento de la orden de alejamiento ha quedado en libertad provisional
Las acusaciones piden tres años de cárcel para el hermano de Pedro Sánchez,"El escrito reclama la misma pena para el líder de los socialistas extremeños, Miguel Ángel Gallardo"
"Córdoba, los prodigios de una ciudad que rebosa vida","Sus famosos patios, que en mayo exhiben belleza e ingenio, contagian sus cualidades al resto de la urbe todo el año: sus olores, a una amplia y variada gastronomía; su tradición, a una historia secular que aún sostiene a la Córdoba de hoy; y su vigor, a una cultura moderna y alternativa que se extiende por sus calles como una enredadera"
Jordi González desvela que ha estado tres semanas en coma y dos meses en la UCI: “He estado a punto de morir”,El presentador habla por primera vez de los motivos de sus cinco meses de ausencia en televisión: “Tenía una bronconeumonía bilateral agravada por una crisis renal. Es un diagnóstico con claro índice de mortalidad”
El paquistaní de 33 años que está detrás de la mayor cadena de supermercados italianos de España,"Casa Market Italia, fundada por Waseem Assad Kousar, cuenta con cuatro locales en Barcelona, este año ha abierto en Madrid y prepara las aperturas de Valencia y Málaga"
Vestidos desnudos en Cannes: cómo nació la polémica que impulsó la nueva normativa,La organización del festival de cine ha decidido prohibir aquellos vestidos desnudos o de gran volumen. Repasamos qué ‘looks’ de los últimos años han podido provocar esta decisión
"“Horrible, horrible, horrible”: el éxito de taquilla de Gérard Depardieu que indigna 50 años después","‘Los rompepelotas’ es uno de los mayores éxitos de Francia en los setenta y la película que reveló a Depardieu como estrella, pero su contenido misógino y sus escenas de violencia contra la mujer han dejado un debate que hoy está más vivo que nunca"
Starmer y el populismo antiinmigrantes,El primer ministro laborista adopta el discurso de la invasión extranjera en pleno ascenso electoral de la extrema derecha
"En el Valle de la infamia, menos constructoras y más historiadoras",El concurso para “resignificar” Cuelgamuros presentado por el Gobierno no cumple con la que tendría que ser su principal función
El debate | ¿Hay que legislar sobre la violencia obstétrica?,"Portugal aprobó en abril, contra la opinión de los médicos, una ley para regular las prácticas consideradas inapropiadas durante el parto. En España existe esta preocupación, pero no hay un registro oficial de los procedimientos empleados"
El falso ‘american dream’ de Madrid,"A Carla el canto de sirena no le funcionó. Llegó a la capital, se dejó en vivienda parte de sus ahorros y se fue con lo puesto"
"Si no quieres ser como ellos, deja el móvil",Los teléfonos les están friendo las meninges a los menores. El desastre no sería menor si hubiésemos puesto en sus manos puñales
Flavita Banana: pero es que...,Viñeta del 14 de mayo de 2025
Vídeo | Hungría impulsa la natalidad: ayudas a la vivienda y menos impuestos para las madres,La estrategia de Viktor Orbán para promover los nacimientos incluye beneficios tributarios para las parejas heterosexuales que decidan tener hijos
Hallada agua helada en un sistema estelar joven por primera vez,Astrónomos en Estados Unidos y España detectan hielo cristalino en una estrella como el Sol que está en su infancia
La Universidad Autónoma de Madrid se aleja del limbo legal con dos candidatos a liderarla: la rectora y un exvicerrector,"En abril, el voto en blanco tumbó a Amaya Mendikoetxea, dejando el campus ante una situación inédita en España"
"Ángela de Miguel: “La pyme merece alguien que trabaje por ella, no que solo esté a gusto en el sillón”","“Si yo fuera Yolanda Díaz me gustaría un candidato que invierte más tiempo en hablar mal de CEOE que en hablar de pymes”, dice sobre Cuerva la candidata a presidir Cepyme"
El jugador del Espanyol Álvaro Aguado niega ante la jueza haber violado a una empleada del club y asegura que fue “sexo consentido”,El futbolista investigado por un delito de agresión sexual ha respondido a preguntas de la Fiscalía y de su abogado después de que la mujer ratificara su denuncia
La activista que cambió la definición de síndrome de Down en Google: “No soy un bebé”,"Modelo, escritora y figura en la ONU, la brasileña Vitória Mesquita utiliza las redes sociales para romper mitos sobre la discapacidad"
La consejera catalana de Derechos Sociales comparecerá en el Parlament por el caso de la menor tutelada víctima de una red de pederastia,Un educador social acusa a la Dirección General de la Infancia de la Generalitat de permitir que la joven viviera con un mayor de edad
"Teófilo, el electricista que dirigió una red de pederastia desde un piso de Barcelona, afrontará tres juicios",La Fiscalía ultima la instrucción para acusar a otra docena de sospechosos de agredir a una docena de víctimas
Un dia prohibiran ‘Càndid’,"Si les coses agafen aquest tomb, al final la literatura serà com una col·lecció de fulls parroquials, força avorrida"
Feminismo sale y Reconquista entra en el temario de Historia de España para la PAU en Madrid,También desaparecen los objetivos de Desarrollo Sostenible. La oposición critica que se trata de una “clara agenda ideológica” impuesta por el PP
"Ayuso: “Bienvenidos a la Comunidad de Madrid, la tierra de la alegría y no comunista”","La presidenta vive otro pleno bronco en la Asamblea de la región, adelantado a este miércoles por la festividad de San Isidro del jueves"
La Audiencia Provincial avala la investigación a la alcaldesa de Alcalá por la filtración de un documento policial,"La denuncia fue usada por el PP para relacionar agresiones sexuales con migrantes, pero la regidora asegura que no hay indicios de que ella lo mandara a su partido"
Colombia se suma al programa de inversiones de la Nueva Ruta de la Seda china,La adhesión supone un espaldarazo a los intereses de Pekín en una región en la que rivaliza con Estados Unidos
"Macron propone convocar “varios referendos en los próximos meses” para las reformas económicas, sociales y educativas",El presidente de Francia se somete durante más de dos horas a las preguntas de personajes de la sociedad civil y periodistas para intentar volver al centro del debate nacional tras un año en caída libre
"Nawaf Salam, primer ministro de Líbano: “El desarme de Hezbolá es el objetivo, no el punto de partida”","El nuevo Ejecutivo, que acaba de cumplir sus 100 primeros días, busca la paz mientras trata de recomponer el Estado y la economía del país"
"‘Podcast’ | Elon Musk, visto y no visto en la Casa Blanca","El magnate dejará su puesto oficial al lado de Trump, con menos fuegos artificiales que cuando accedió a él. Seguirá asesorando, pero su faceta política le ha perjudicado en sus negocios"
"Kofi Nyarko, el activista que pasó más de una década sin diagnóstico de lepra y lucha para que los supervivientes sean acogidos en sus hogares",El presidente de una ONG de Ghana contra el estigma incide en la importancia del diagnóstico temprano y de derribar los tabúes que arrastra esta enfermedad tropical desatendida
"Qué es el euro digital, en qué se diferencia de una criptomoneda y cuándo puede estar operativo",El proyecto con el que la UE busca reducir su dependencia de EE UU y evitar que el avance de las ‘stablecoins’ ligadas al dólar se afiance como medio de pago en la zona euro
Telefónica perdió 1.304 millones hasta marzo por la venta de las filiales de Argentina y Perú,Las minusvalías por ambas operaciones alcanzaron los 1.731 millones. La operadora  confirma el dividendo y objetivos
Tradición andaluza con un toque tropical en esta villa que se vende en Marbella por 10 millones,"La dueña, Mariska Dietz, es una diseñadora de interiores amiga de la reina Máxima de los Países Bajos"
El precio de las hipotecas cae al nivel más bajo en más de dos años,"Las estadísticas del BCE reflejan que el tipo de interés medio fue del 2,8% en marzo, el segundo más bajo de la zona euro"
Robert De Niro recibe la Palma de Oro de Honor en la inauguración de Cannes: “Los artistas somos una amenaza para los fascistas de todo el mundo”,"Leonardo DiCaprio entregó a su maestro, el actor y director neoyorquino, el reconocimiento en una gala marcada por la política"
Bad Bunny y el caos de las entradas: Consumo investiga el sistema de venta en grandes conciertos,La OCU denuncia posibles irregularidades tras recibir denuncias de consumidores por el cobro de posibles gastos ilícitos
"Venecia celebra la desnudez, el erotismo y la apariencia","Una exposición con obras de artistas como Leonardo da Vinci, Miguel Ángel, Durero o Tiziano recorre la evolución de la representación humana en el Renacimiento"
"Las 50 mejores películas españolas del último medio siglo, en números: ¿Quién es el actor más presente? ¿Cuántas horas necesito para verlas todas?","Un jurado de 53 periodistas ha seleccionado los largometrajes más relevantes desde la muerte de Franco en 1975, y deja curiosas estadísticas"
"Una época, una mirada, un relato","El final de la dictadura desencadenó una estimulante época de cambios políticos, sociales y culturales en España. Una exposición recoge el trabajo de la fotógrafa Marisa Flórez, que retrató como nadie aquellos años con una mirada que estremece por su belleza y sinceridad."
Stuani pone a salvo al Girona,"Los goles del uruguayo, a sus 38 años, han sido decisivos para un equipo agarrotado"
Vicente Moreno anuncia que deja Osasuna a final de temporada: “Es una decisión personal”,El técnico valenciano confirma en la rueda de prensa previa al encuentro de este jueves ante el Atlético que serán sus “dos últimos partidos en El Sadar”
El Sevilla sella la salvación y Las Palmas es virtualmente equipo de Segunda,"Un gol de García Pascual da el triunfo al conjunto andaluz, el primero de la era Caparrós"
"Alberto Antuña, el seleccionador español que ha clasificado para su primer Afrobasket a Sudán del Sur, donde “no hay ni un pabellón”",El técnico murciano dirige al equipo que afrontará en julio el primer torneo continental de la historia del club
Jayson Tatum es operado con éxito de una rotura en el tendón de Aquiles: una lesión que transformó a quienes la sufrieron,La estrella de los Boston Celtics sufre el primer gran contratiempo físico de su trayectoria a los 27 años y enfrenta un largo proceso de rehabilitación
De piedra incomestible a delicia jugosa: técnicas para madurar frutas y hortalizas en casa,"Bolsas de papel, el horno a 50 grados, un tupper con un vasito de alcohol o una maceta junto a una ventana: un experto nos ayuda a desentrañar si estos trucos funcionan y qué otras técnicas podemos utilizar"
"Mario Hernández, dueño de El Califa de León: “A mi parrillero lo nombraron chef y él se creyó un ‘rockstar”","A un año de haber recibido la estrella Michelin, Hernández charla con EL PAÍS sobre lo que ha cambiado dentro y fuera del negocio"
Las rescatadoras de los vinos brisados de una bodega de 1800,"En el celler Bàrbara Forés, madre e hija, homenajean a su tatarabuela Bàrbara, con un vino que se hacía antiguamente con hollejos, y que hoy es un naranja muy demandado"
Este es el secreto de la picadora manual multiusos más deseada en Amazon,Tefal ha patentado una tecnología que ha incluido en este aparato de cocina por la cual se multiplica la potencia de las cuchillas al usar su mecanismo de cuerda
"Viaje a Sharjah, el ambicioso polo cultural de Emiratos Árabes Unidos","El emirato pegado a Dubái combina un profundo arraigo en tradiciones árabes, por ejemplo tiene unas 3.000 mezquitas, con cultura contemporánea internacional, con eventos como la Bienal de Arte de Sharjah, la Feria Internacional del Libro de Sharjah y el Festival Internacional de Fotografía Xposure"
"Masi Rodríguez, presentadora de ‘Play Zeta’: “Todos los días recibo mensajes en redes que me dicen ‘infiel”",La malagueña es la conductora del formato de RTVE donde analiza algunos de los temas que conciernen a toda una generación
Perros en la oficina: ¿es realmente una buena idea?,"Cada vez más empresas se suman a las políticas inclusivas con los animales. Muchas veces su presencia mejora el ambiente laboral y es un incentivo para retener el talento, pero hay que tener en cuenta algunas normas, como que no accedan a ciertas zonas del lugar de trabajo y se respete a los compañeros con fobias o alergias"
Airbnb se lanza a conquistar toda clase de servicios y experiencias con su aplicación,"La plataforma de alojamientos incluirá en su catálogo ‘catering’, peluquería, maquillaje, entrenamiento, guías y otras ofertas para viajeros y locales tras una inversión de unos 250 millones de dólares"
"Frank Cuesta admite que compró los animales de su recinto, y luego señala que lo hace bajo amenazas",El ‘youtuber’ y naturalista reconoce después que su confesión forma parte de un “acuerdo” con un excolaborador
Las 50 mejores películas españolas del último medio siglo,Un jurado de 53 periodistas selecciona los largometrajes más relevantes desde la muerte de Franco en 1975
Cómo la estación de tren peor ubicada se convirtió en ejemplo para la prevención de catástrofes,Los ingenieros de montes reivindican una gigantesca obra forestal emprendida hace más de 100 años en los Pirineos para reducir el impacto de avenidas como la del barranco del Poyo
Zara en la era de Marta Ortega,"Se cumplen 50 años de la primera tienda de la marca en A Coruña. Hemos viajado de China a Portugal y de Zaragoza a Arteixo para conocer las claves de la Zara actual. El visionario proyecto de Amancio Ortega marcha con nuevas ambiciones hacia el futuro bajo el liderazgo de su hija Marta Ortega. “No se trata de vender más, sino de vender bien”, nos dice la presidenta."
‘Princesa’ cumple 40 años: un clásico que no es solo de Sabina y comenzó en el Festival de Benidorm,"La célebre canción, que cierra los conciertos de la actual gira del jienense, tuvo mucha vida antes de que lo grabase en el disco ‘Juez y parte’"
Doctorados como activo empresarial,Estos programas ofrecen una especialización en el área de investigación e innovación muy valorada en diversos sectores
Hablar un inglés fluido ya no es diferencial,El dominio de una tercera lengua como el francés o incluso el chino supone una ventaja en áreas profesionales globales
Un veraneo diferente en el que los jóvenes disfrutan aprendiendo tecnología,"De la mano de la Fundación Cibervoluntarios, Campamento Digital ofrece actividades presenciales gratuitas para que niños, niñas y jóvenes, de entre 9 y 17 años, se diviertan mientras se adiestran en un lenguaje en constante evolución como el tecnológico. Este programa, avalado con la certificación europea ‘DigComp’, les prepara para el futuro"
El primer ministro de Perú renuncia para evitar una destitución en el Congreso,"Gustavo Adrianzén deja su cargo  cuestionado por el aumento de la criminalidad. El Ejecutivo cambia también a los ministros en las carteras de Interior, Transportes y Economía"
Alemania prohíbe el grupo ultra Reino de Alemania y detiene a su autoproclamado ‘rey’,"Peter Fitzek, el líder del movimiento, tenía el control y el poder de decisión en todos los ámbitos esenciales del grupo"
Zelenski pide a Trump que aplique “las sanciones más duras” a Rusia si Putin rechaza la reunión en Estambul,El Kremlin evita revelar quién asistirá a las negociaciones de paz previstas en Turquía
Avisos en 14 comunidades en el día más tormentoso de la semana,El jueves será el día más fresco y continuarán los chubascos pero el fin de semana el ambiente será cálido y soleado
"Feijóo faltó a la votación en el Congreso sobre el trasvase Tajo-Segura del PP de Murcia, que decayó con 171 síes y 170 noes","El líder del Partido Popular, que suele ausentarse los martes, dejó solo al presidente murciano en la tribuna. Vox le acusa de dar la espalda al campo"
Detenidos 17 “banqueros clandestinos” que movieron cerca de 19 millones de euros para el crimen organizado,La Policía Nacional cataloga la trama desmantelada como una de las organizaciones de blanqueo “más poderosas a nivel internacional”
La Airef recorta su previsión de PIB y cuestiona el optimismo del Gobierno sobre el impacto de la guerra arancelaria,"La Autoridad Fiscal prevé un crecimiento de la economía española del 2,3% para 2025 y del 1,7% para 2026, varias décimas menos que el Ejecutivo"
"El precio de los alimentos se modera cuatro décimas en abril, hasta el 2%","El INE confirma que la inflación se moderó en este mes
una décima, hasta el 2,2% por el abaratamiento de la energía"
Iberia ofrece mejoras salariales y pagos por objetivos a sus tripulantes de cabina para llevar el convenio hasta final de 2028,La dirección propondrá el mismo modelo a la plantilla de tierra
La lgtbifobia aumenta de forma “alarmante” en España: una de cada cinco personas LGTBI+ ha sufrido acoso,Un informe realizado por 40dB para la Federación Estatal LGTBI+ constata que las víctimas denuncian más que hace unos años
Condenado a dos años de cárcel el dos veces campeón del mundo australiano Rohan Dennis por atropellar mortalmente a su mujer,"El ciclista, de 34 años, reconoció los hechos el pasado diciembre"
Por qué atender la salud mental de las madres es la única forma de sostener una sociedad más humana,"Según la OMS, una de cada cinco mujeres va a padecer un trastorno de salud mental durante el embarazo y el primer año tras el parto. Para cuidar y sostener a quienes cuidan, es vital trabajar en la prevención y en la formación de los profesionales"
Interinos y familias de alumnos con necesidades especiales reclaman soluciones a la Junta de Andalucía,"Los docentes se han manifestado para demandar estabilidad y las Ampas lo harán el sábado para reclamar cambios en la atención a sus hijos. “No es solo por nosotros, sino por una mayor calidad de la educación pública”, coinciden"
Detectar a tiempo para no perder a nadie: así es la apuesta de NeurekaLAB contra el abandono escolar,"La plataforma española, fundada por Sergi Grau y Josep María Serra, es finalista de los premios Fundación Mapfre a la Innovación Social"
Las falsedades de Ayuso para desacreditar el plan de calidad de las universidades privadas,La presidenta de Madrid carga contra los campus de Canarias y Andalucía y anuncia que recurrirá la modificación del decreto iniciada por el Gobierno
Europa del revés: sequía inusual en el norte y lluvias abundantes en el sur,"De seguir la tendencia provocada por un cambio de presión, el verano disparará las alertas de sequía en el hemisferio norte"
"Un castillo, templos románicos y los Pazos de Ulloa de Pardo Bazán: los otros tesoros en jaque por la macrocelulosa Altri",Uno de los mayores expertos en patrimonio arquitectónico gallego rescata sus viejas “fichas” sobre monumentos del Camino Francés que se verían afectados por el polémico proyecto industrial que apoya la Xunta
La Abogacía del Estado respalda que Transportes sancione a los municipios que no han usado las ayudas para implantar una zona de bajas emisiones,El ministerio exige ya contar con una de estas áreas de tráfico restringido para recibir ayudas estatales al transporte público
Los chimpancés se curan sus heridas con plantas usadas por la medicina tradicional,Los científicos también han confirmado conductas de higiene tras el coito o hacer sus necesidades
"Valencina, el gigantesco complejo monumental que lideraban las mujeres hace 5.000 años",Un estudio reconstruye cómo vivían los habitantes de la península Ibérica en la Edad del Cobre
¿‘Menopáusica’ a los 15?: “Me recetaron la píldora y luego me dijeron que nunca iba a tener la regla”,"La insuficiencia ovárica primaria afecta al 3,7% de las mujeres en el mundo y ocurre debido a factores genéticos, pero también por enfermedades autoinmunes o consecuencia de tratamientos contra el cáncer"
“Juegan con tus problemas personales”. Cómo los criminales usan datos privados para encontrar mejores víctimas y estafar millones,Una operación reciente de la Guardia Civil y la Policía Nacional revela el uso de oscuras bases de datos para dar con las personas más propensas a caer en engaños
"Los audiolibros se entregan a la IA: “En menos de una década, casi todas las voces serán sintéticas”","La industria editorial apuesta con fuerza por producciones sin narradores humanos para rebajar costes, aunque algunas plataformas ocultan al oyente que lo que está escuchando es una máquina"
El pueblo aragonés que se moviliza contra un centro de datos: “Estamos dispuestos a todo”,"Villamayor de Gállego se rebela contra la construcción del complejo proyectado por el fondo Azora al considerar que hipotecará el futuro del municipio, donde Microsoft ubicará una de sus nuevas instalaciones"
Haliburton lleva a los Indiana Pacers a la final del Este de la NBA tras otra remontada contra los Cavaliers,El equipo de Cleveland se despide de los ‘playoffs’ tras una temporada regular brillante que no ha sabido coronar
Alcaraz resiste al durísimo envite de Khachanov,"El español resuelve un duelo curvilíneo ante el ruso (6-3, 3-6 y 7-5) y se medirá este miércoles con Draper, habiendo alcanzado ya los cuartos en los nueve Masters 1000"
El Celta acaricia Europa a costa de una Real que se descompone,El gol de Alfon al final del primer acto dispara las ilusiones gallegas de alcanzar la Liga Europa
"Marco Polo, Cristóbal Colón y Fernández de Santaella, los tres protagonistas de la primera globalización",Una exposición en el Archivo de Indias explica cómo el ‘Libro de las Maravillas’ del mercader veneciano expandió el conocimiento por el mundo gracias a la fascinación que ejerció en el almirante genovés y en el fundador de la Universidad de Sevilla
Ya hay sintonía para La Vuelta ciclista: la canción de Antonio Orozco ‘Te estaba esperando’,"La competición de ciclismo, que saldrá del Piamonte italiano el próximo 23 de agosto, ha elegido este tema del artista, incluido en su disco ‘El Tiempo no es oro’"
Caos y “decencia” en la alfombra roja de Cannes,El festival desata la polémica al prohibir “los desnudos” y obliga a actrices y estilistas a modificar sus ‘looks’
Iker Jiménez en el Chester: Orgullo de ser facha y el negocio del miedo,"No todo fueron fantasmadas en el programa de Risto, también hubo tiempo para que Raquel Orantes, hija de Ana Orantes, ofreciese un testimonio mucho más aterrador que el que jamás se ha escuchado en el plató de ‘Horizonte’ o ‘Cuarto milenio’"
La dramática curva de audiencia de ‘La familia de la tele’: máximo histórico de las series y desplome del programa,"Mientras que ‘Valle salvaje’ (12,5%) y ‘La Promesa’ (17%) alcanzaron sus mejores cifras desde su estreno, el segundo tramo de la retransmisión que presentan María Patiño, Inés Hernand y Aitor Albizua cayó a un pobre 5,7% de cuota"
"14 series canceladas: adiós a ‘The Equalizer’, ‘Suits L.A.’, ‘FBI: Most Wanted’ y otras",Las principales cadenas en abierto estadounidenses han anunciado qué títulos de ficción seguirán adelante y cuáles se quedan sin más capítulos
"Salma Hayek, orgullosa de salir en biquini en la portada de ‘Sports Illustrated Swimsuit’: “Nunca pensé que sucedería con 58 años”","La actriz, nominada al Oscar por su papel en ‘Frida’, ha sido fotografiada por Ruven Afanador en México"
El ministro Óscar Puente presume de su hijo recién nacido: “Estoy ocupado con Óscar Puente III”,"El político tiene otras dos hijas, de 19 y 18 años, y este es el primero que comparte con su actual pareja, la empresaria Yasmina Cerdá Gregori"
Buena noticia para los seguidores de Jeremy Allen White y ‘The Bear’: Disney anuncia fecha de estreno de la cuarta temporada de la serie,"El próximo 26 de junio la plataforma comenzará la emisión de los 10 nuevos capítulos de la ficción culinaria, marcada por la búsqueda de la excelencia"
Medio millón de pequeños desnutridos en Siria: “Una generación de niños está pagando el precio de la guerra con su salud”,"Las cifras se han agravado con los recortes internacionales y organizaciones humanitarias alertan de que cada vez pueden atender a menos personas, aunque las necesidades, tras 13 años de guerra civil, van en aumento"
La hambruna acecha a Gaza en medio del bloqueo total de la ayuda humanitaria por parte de Israel,"Expertos que elaboran un índice mundial de referencia advierten de que todos los habitantes de la Franja sufren inseguridad alimentaria. “No es accidental, es deliberado”, acusan ONG"
El refugio secreto de Jon Kortajarena en Lanzarote: “En mi profesión todo tiene que ser perfecto. Quería lo contrario para mi casa”,"El supermodelo y actor, uno de los hombres más fotografiados del mundo, encontró su escondite de los flashes en una villa a los pies del Risco de Famara, al norte de la isla canaria."
"Carolina Yuste: “Sufrí acoso escolar, pero he sabido entender. Es bonito perdonar, aunque depende del día”","Su memorable papel en ‘La infiltrada’ significó el segundo Goya para una carrera que no deja de asombrar en las pantallas y en el teatro. Ahora la actriz extremeña estrena ‘La canción’, donde interpreta a la Massiel que ganó Eurovisión. Culta y curiosa, publica, además, una novela, ‘Toda mi violencia es tuya‘, que es como ella: parte ira, parte ternura"
La alfombra roja de Cannes desoye las recomendaciones del festival,"La 78ª del certamen cinematográfico francés arranca marcada por la prohibición del uso de vestidos voluminosos y desnudos. Repasamos los ‘looks’ que se han visto sobre la alfombra roja, de Juliette Binoche a Halle Berry, Julia Garner o Heidi Klum"
“Pero ¿qué hacen juntos?”: Kylie Jenner y Timothée Chalamet o el noviazgo que obsesiona a internet,"Son dos de las personas más famosas del mundo, especialmente entre los integrantes de la generación Z, y cada una de sus apariciones desata ríos de comentarios. Su relación ejemplifica cómo en la era de las redes sociales, dónde muchos creen saber todo, la realidad escapa a los filtros"
"Brillo y declive de Jon Voight, el icono contracultural de los setenta que se convirtió en el mayor apoyo de Trump en Hollywood","El actor y padre de Angelina Jolie ha admitido que recomendó los nuevos gravámenes en la industria, con impuestos del 100% a las producciones extranjeras. Tiene dos películas pendientes de estreno rodadas en Bulgaria"
Una “dieta de cigarrillos” y máxima delgadez: vuelve la estética rockera de los 2000 (pero sin rock),"A aquellos chicos flacos, con pantalón pitillo y aspecto desastrado se los llamó ‘Hedi Boys’ (por el diseñador Hedi Slimane, su gran valedor) y dominaron el mundo en la primera década de este siglo. Según TikTok, están volviendo"
"Qué hacer 24 horas en Litomyšl, la cuna del compositor checo Bedřich Smetana","De la bonita plaza que lleva el nombre del padre de la música checa al fascinante y colorido museo Portmoneum o los sótanos del castillo de la ciudad, donde esperan las estatuas de Olbram Zoubek"
Cinco días por el Salkantay Trek camino a Machu Picchu,"Tras cerca de 80 kilómetros, atravesando a pie valles, montañas, aldeas, ríos y un paso de montaña a más de 4.000 metros de altura, se llega al sueño viajero de todo turista que visita Perú"
Retorno a Siria: un país arrasado en busca de libertad,"El escritor franco-estadounidense Jonathan Littell, conocido por su novela ‘Las benévolas’, viajó a Siria en 2012, meses después del comienzo de la guerra civil. Ha regresado a Homs, uno de los focos de la rebelión contra el dictador Bachar el Asad, 13 años después, bajo el auspicio de Lena, la alianza de periódicos de la que forma parte EL PAÍS. Se ha encontrado con una ciudad arrasada y unos ciudadanos esperanzados, pero preocupados por la posible deriva del nuevo Gobierno hacia el autoritarismo"
El milagro como solución lógica,"Solo en Roma podría haber crecido una institución tan dúctil y adaptable a las circunstancias como la Iglesia, que se ha vuelto a reinventar con León XIV"
Por qué el victimismo de Trump no cuela: verdades y mentiras del déficit comercial de EE UU,Muchos economistas creen que los aranceles no son la solución al desequilibrio exterior: el problema está en que la economía americana gasta más de lo que produce
Los aranceles que se autoimponen las economías europeas,La erosión del mercado único ya no puede compensarse con exportaciones hacia EE UU y otros países terceros
‘Franco y yo’: un perfil complejo de la despótica forma de ser del dictador,El periodista Jesús Ruiz Mantilla escribe en su nuevo libro sobre el caudillo y reflexiona sobre la presión del franquismo en su vida
Vídeos de ajedrez | Un alfil que doma caballos,"El compositor neerlandés Van Breukelen creo esta obra maestra de inusitada belleza, muy difícil de resolver incluso para las computadoras"
